ESCENARIO: Palabras codigo de 5 digitos

FUENTE:
S1 -- Codigo: 01010	 | 	 Probabilidad: 0.02968	 | 	 Cant. de informacion: 5.07424
S363 -- Codigo: 111010000	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S364 -- Codigo: 000001110	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S365 -- Codigo: 101110110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S366 -- Codigo: 011001011	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S367 -- Codigo: 000100100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S368 -- Codigo: 001011010	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S369 -- Codigo: 011000010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S370 -- Codigo: 010100001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S371 -- Codigo: 110011001	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S372 -- Codigo: 000010011	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S373 -- Codigo: 100011010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S374 -- Codigo: 011010000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S375 -- Codigo: 111110101	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S376 -- Codigo: 111111110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S377 -- Codigo: 111001100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S378 -- Codigo: 110110001	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S379 -- Codigo: 010001101	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S380 -- Codigo: 111001101	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S381 -- Codigo: 011110111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S382 -- Codigo: 111101000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S383 -- Codigo: 101010101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S384 -- Codigo: 111100100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S385 -- Codigo: 101011100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S386 -- Codigo: 011101101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S387 -- Codigo: 110010010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S388 -- Codigo: 011110101	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S389 -- Codigo: 011100101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S390 -- Codigo: 111001010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S391 -- Codigo: 100010010	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S392 -- Codigo: 001101001	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S393 -- Codigo: 110011000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S394 -- Codigo: 101001110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S395 -- Codigo: 010101011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S396 -- Codigo: 111110001	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S397 -- Codigo: 011001010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S398 -- Codigo: 000101010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S399 -- Codigo: 101011010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S400 -- Codigo: 110010101	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S401 -- Codigo: 100110110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S402 -- Codigo: 011000100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S403 -- Codigo: 001011101	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S404 -- Codigo: 110110110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S405 -- Codigo: 110110101	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S406 -- Codigo: 110011101	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S407 -- Codigo: 011000000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S408 -- Codigo: 000000011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S409 -- Codigo: 011000101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S410 -- Codigo: 111110100	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S411 -- Codigo: 011011111	 | 	 Probabilidad: 0.00371	 | 	 Cant. de informacion: 8.0727
S412 -- Codigo: 000000001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S413 -- Codigo: 101101100	 | 	 Probabilidad: 0.00314	 | 	 Cant. de informacion: 8.31371
S414 -- Codigo: 011110001	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S415 -- Codigo: 001000100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S416 -- Codigo: 010111011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S417 -- Codigo: 000110100	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S418 -- Codigo: 100010111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S419 -- Codigo: 011100111	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S420 -- Codigo: 111101111	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S421 -- Codigo: 110001111	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S422 -- Codigo: 100111111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S423 -- Codigo: 011110110	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S424 -- Codigo: 010101110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S425 -- Codigo: 110011010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S426 -- Codigo: 100010100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S427 -- Codigo: 011011110	 | 	 Probabilidad: 0.00286	 | 	 Cant. de informacion: 8.45121
S428 -- Codigo: 010101000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S429 -- Codigo: 100110010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S430 -- Codigo: 110011111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S431 -- Codigo: 011110011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S432 -- Codigo: 001101100	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S433 -- Codigo: 100101011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S434 -- Codigo: 001111010	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S435 -- Codigo: 101100101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S436 -- Codigo: 110001000	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S437 -- Codigo: 110111010	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S438 -- Codigo: 010110101	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S439 -- Codigo: 111111000	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S440 -- Codigo: 110010111	 | 	 Probabilidad: 0.00257	 | 	 Cant. de informacion: 8.60321
S441 -- Codigo: 101011101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S442 -- Codigo: 111110011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S443 -- Codigo: 111011100	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S444 -- Codigo: 101101111	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S445 -- Codigo: 110010001	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S446 -- Codigo: 110101010	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S447 -- Codigo: 110100110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S448 -- Codigo: 111100011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S449 -- Codigo: 000001111	 | 	 Probabilidad: 2.9E-4	 | 	 Cant. de informacion: 11.77314
S450 -- Codigo: 110010011	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S451 -- Codigo: 101001011	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S452 -- Codigo: 101111100	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S453 -- Codigo: 001110011	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S454 -- Codigo: 010010111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S455 -- Codigo: 101011011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S456 -- Codigo: 011100010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S457 -- Codigo: 111101110	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S458 -- Codigo: 001001010	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S459 -- Codigo: 111010111	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S460 -- Codigo: 001110110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S461 -- Codigo: 011111001	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S462 -- Codigo: 101010110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S463 -- Codigo: 111100110	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S464 -- Codigo: 011010001	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S465 -- Codigo: 010011000	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S466 -- Codigo: 110100101	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S467 -- Codigo: 101010010	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S468 -- Codigo: 110011110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S469 -- Codigo: 011010100	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S470 -- Codigo: 111011010	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S471 -- Codigo: 100010000	 | 	 Probabilidad: 0.00229	 | 	 Cant. de informacion: 8.77314
S472 -- Codigo: 011111111	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S473 -- Codigo: 101111110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S474 -- Codigo: 000110001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S475 -- Codigo: 001001001	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S476 -- Codigo: 011111100	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S477 -- Codigo: 110000110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S478 -- Codigo: 111011101	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S479 -- Codigo: 110010110	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S480 -- Codigo: 100000101	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S481 -- Codigo: 000011000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S482 -- Codigo: 000110000	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S483 -- Codigo: 110001110	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S484 -- Codigo: 111110000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S485 -- Codigo: 010100110	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S486 -- Codigo: 011101000	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S487 -- Codigo: 010101100	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S488 -- Codigo: 010000011	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S489 -- Codigo: 101001101	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S490 -- Codigo: 101110011	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S491 -- Codigo: 101100000	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S492 -- Codigo: 010001010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S493 -- Codigo: 100100101	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S494 -- Codigo: 101011110	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S495 -- Codigo: 001111001	 | 	 Probabilidad: 0.002	 | 	 Cant. de informacion: 8.96578
S496 -- Codigo: 100100111	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S497 -- Codigo: 100010110	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S498 -- Codigo: 101010011	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S499 -- Codigo: 000101101	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S500 -- Codigo: 000010000	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S501 -- Codigo: 001001000	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S502 -- Codigo: 110111101	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S503 -- Codigo: 000010110	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S504 -- Codigo: 011001000	 | 	 Probabilidad: 0.00171	 | 	 Cant. de informacion: 9.18818
S505 -- Codigo: 111110010	 | 	 Probabilidad: 0.00143	 | 	 Cant. de informacion: 9.45121
S506 -- Codigo: 001100100	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S507 -- Codigo: 101110111	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S508 -- Codigo: 001010001	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S509 -- Codigo: 000100110	 | 	 Probabilidad: 0.00114	 | 	 Cant. de informacion: 9.77314
S510 -- Codigo: 011110100	 | 	 Probabilidad: 8.6E-4	 | 	 Cant. de informacion: 10.18818
S511 -- Codigo: 010000010	 | 	 Probabilidad: 5.7E-4	 | 	 Cant. de informacion: 10.77314
S512 -- Codigo: 011111011	 | 	 Probabilidad: 2.9E-4	 | 	 Cant. de informacion: 11.77314

ENTROPIA: 8.89165
